term_name,definition,definition_source,definition_source_text,definition_source_link,related_terms,canonical_uri,widoco_link,source_version,source_timestamp,query_checksum
Population,"A group of organisms of the same species occupying a defined area that interbreed and share a gene pool. In salmon, populations are composed of one or more demes and form the biological basis for Conservation Units.",,,,Organism (subClassOf) [http://rs.tdwg.org/dwc/terms/Organism],https://w3id.org/gcdfo/salmon#Population,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Population,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
population of,Relates a population to the Conservation Unit it belongs to.,,,,,https://w3id.org/gcdfo/salmon#populationOf,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#populationOf,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Precautionary Approach,"DFO policy framework for applying precaution in fisheries decision-making, including use of reference points and stock status zones.",,,,Policy framework (broader) [https://w3id.org/gcdfo/salmon#PolicyFramework]; Policy framework scheme (inScheme) [https://w3id.org/gcdfo/salmon#PolicyFrameworkScheme],https://w3id.org/gcdfo/salmon#PrecautionaryApproach,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PrecautionaryApproach,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Precision/Accuracy,Precision/accuracy weaker than expected for type,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#PrecisionAccuracy,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#PrecisionAccuracy,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
ProbabilityDeclineBelowLowerBenchmarkMetric,Probability metric estimating risk of abundance declining below lower benchmark.,Source documented in WSP integration proposal,Source documented in WSP integration proposal,https://github.com/sos-program/WSP-Metrics-Pkg,Observed rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance],https://w3id.org/gcdfo/salmon#ProbabilityDeclineBelowLowerBenchmarkMetric,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ProbabilityDeclineBelowLowerBenchmarkMetric,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Rapid status confidence scheme,Controlled vocabulary for categorical confidence ratings attached to rapid status assessments.,,,,,https://w3id.org/gcdfo/salmon#RapidStatusConfidenceScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RapidStatusConfidenceScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
RapidStatusScoreMetric,Numeric score output from WSP rapid-status decision system.,Source documented in WSP integration proposal,Source documented in WSP integration proposal,https://github.com/sos-program/WSP-Metrics-Pkg,Observed rate or abundance (subClassOf) [https://w3id.org/gcdfo/salmon#ObservedRateOrAbundance],https://w3id.org/gcdfo/salmon#RapidStatusScoreMetric,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RapidStatusScoreMetric,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Reach Coverage,Insufficient reach coverage,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#ReachCoverage,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReachCoverage,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Recruit stage context,Measurement context indicating values refer to recruits.,,,,Measurement context (broader) [https://w3id.org/gcdfo/salmon#MeasurementContext]; Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#RecruitStageContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RecruitStageContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Red zone,"A Conservation Unit in the Red zone is undesirable because of the risk of extirpation, and the loss of ecological benefits and salmon production. Changes in status will trigger management actions that will vary depending on species, geographic regions, and cause of the decline.",Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,,Wild Salmon Policy Status Zone (inScheme) [https://w3id.org/gcdfo/salmon#WSPBiologicalStatusZoneScheme],https://w3id.org/gcdfo/salmon#RedZone,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RedZone,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Redd Count,"Redd counts with documentation of detectability, timing, and reach coverage. Conversion to spawner estimates requires spawners-per-redd factors handled in analysis.",,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#ReddCount,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReddCount,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Redd Expansion Analysis,Converts redd counts to spawner estimates using spawners-per-redd expansion factors.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#ReddExpansionAnalysis,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReddExpansionAnalysis,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Reference point,Reference points are used as targets to achieve or as limits to avoid.,DFO Introduction to Stock Assessment Glossary.,DFO Introduction to Stock Assessment Glossary.,https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html,information content entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000030],https://w3id.org/gcdfo/salmon#ReferencePoint,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReferencePoint,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Reporting or management stratum,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",,,,information content entity (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000030],https://w3id.org/gcdfo/salmon#ReportingOrManagementStratum,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReportingOrManagementStratum,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Review/QA,Insufficient QA review of automated events,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#ReviewQA,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#ReviewQA,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Run context,Measurement context indicating values refer to run size or returning run composition.,,,,Measurement context (broader) [https://w3id.org/gcdfo/salmon#MeasurementContext]; Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#RunContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RunContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Run Coverage,Run-window coverage < 95% of season days,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#RunCoverage,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#RunCoverage,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Salmon origin,"Origin category describing whether salmon are naturally produced, hatchery produced, or mixed-origin.",,,,Salmon Origin Scheme (inScheme) [https://w3id.org/gcdfo/salmon#SalmonOriginScheme],https://w3id.org/gcdfo/salmon#SalmonOrigin,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#SalmonOrigin,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Salmon Origin Scheme,"Controlled vocabulary for describing the origin of individual salmon (e.g., natural-origin, hatchery-origin, mixed-origin).",,,,,https://w3id.org/gcdfo/salmon#SalmonOriginScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#SalmonOriginScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Spawner stage context,Measurement context indicating values refer to spawners or spawning-stage fish.,,,,Measurement context (broader) [https://w3id.org/gcdfo/salmon#MeasurementContext]; Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#SpawnerStageContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#SpawnerStageContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Stock,"An operationally-defined grouping of salmon used for assessment and management purposes. A stock is a management unit or reporting stratum, not a biological organism.",DFO Introduction to Stock Assessment Glossary; Pacific Salmon Commission Technical Report No. 49.,DFO Introduction to Stock Assessment Glossary; Pacific Salmon Commission Technical Report No. 49.,https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html,Reporting or management stratum (subClassOf) [https://w3id.org/gcdfo/salmon#ReportingOrManagementStratum],https://w3id.org/gcdfo/salmon#Stock,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Stock,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Stock assessment,"The scientific process of analyzing data to estimate the abundance and productivity of fish stocks in the past, present, and future. It is the backbone of successful science-based fisheries management",Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment. Available at https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/module-1/09-eng.html,Fisheries and Oceans Canada. (2024). Introduction to Stock Assessment. Available at https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/module-1/09-eng.html,,process (subClassOf) [http://purl.obolibrary.org/obo/BFO_0000015],https://w3id.org/gcdfo/salmon#StockAssessment,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#StockAssessment,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Stock Management Unit,A collection of stocks that are managed together with a joint stock status.,DFO Introduction to Stock Assessment Glossary.,DFO Introduction to Stock Assessment Glossary.,https://www.dfo-mpo.gc.ca/science/species-especes/fisheries-halieutiques/assessment-evaluation/glossary-glossaire/index-eng.html,Reporting or management stratum (subClassOf) [https://w3id.org/gcdfo/salmon#ReportingOrManagementStratum],https://w3id.org/gcdfo/salmon#StockManagementUnit,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#StockManagementUnit,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Stock Status Zone Scheme,Controlled vocabulary for stock status zones under the Precautionary Approach.,,,,,https://w3id.org/gcdfo/salmon#StockStatusZoneScheme,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#StockStatusZoneScheme,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Survey event,"A field event that collects information about key fish stocks to track their status, and track progress to implement fishery policies and measures for these stocks.",Fisheries and Oceans Canada. (2021). About the Sustainability Survey for Fisheries. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/survey-sondage/about-propos-en.html. [Accessed 09-10-2025].,Fisheries and Oceans Canada. (2021). About the Sustainability Survey for Fisheries. Available at https://www.dfo-mpo.gc.ca/reports-rapports/regs/sff-cpd/survey-sondage/about-propos-en.html. [Accessed 09-10-2025].,,Event (subClassOf) [http://rs.tdwg.org/dwc/terms/Event],https://w3id.org/gcdfo/salmon#SurveyEvent,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#SurveyEvent,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Survival or mortality context,"Measurement context indicating values represent survival, mortality, or related rates.",,,,Measurement context (broader) [https://w3id.org/gcdfo/salmon#MeasurementContext]; Measurement context scheme (inScheme) [https://w3id.org/gcdfo/salmon#MeasurementContextScheme],https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#SurvivalOrMortalityContext,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Target or limit rate or abundance,"A value specification representing a policy- or model-defined target or limit, such as TAC or UMSY.",,,,measurement datum (subClassOf) [http://purl.obolibrary.org/obo/IAO_0000109],https://w3id.org/gcdfo/salmon#TargetOrLimitRateOrAbundance,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TargetOrLimitRateOrAbundance,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Terminal phase,Phase occurring in terminal areas near river mouths or spawning areas (often including terminal fisheries and local migration to spawning sites).,,,,Life phase (broader) [https://w3id.org/gcdfo/salmon#LifePhase]; Life phase scheme (inScheme) [https://w3id.org/gcdfo/salmon#LifePhaseScheme],https://w3id.org/gcdfo/salmon#TerminalPhase,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TerminalPhase,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Timing,Poor timing of surveys,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#Timing,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Timing,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Total age dimension,Age value represents total age in years.,,,,Age dimension (broader) [https://w3id.org/gcdfo/salmon#AgeDimension]; Age dimension scheme (inScheme) [https://w3id.org/gcdfo/salmon#AgeDimensionScheme],https://w3id.org/gcdfo/salmon#TotalAgeDimension,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TotalAgeDimension,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Total exploitation rate,"The overall proportion of the total return of adult salmon removed by all fisheries over a defined period, aggregating across gear or fishery components.",,,,Exploitation rate (subClassOf) [https://w3id.org/gcdfo/salmon#ExploitationRate],https://w3id.org/gcdfo/salmon#TotalExploitationRate,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TotalExploitationRate,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Trap Count,"Trap-based counts from non-spanning traps with documented emptying schedule, efficiency measurements, and coverage information.",,,,Enumeration Method (broader) [https://w3id.org/gcdfo/salmon#EnumerationMethod]; Escapement Enumeration Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EnumerationMethodScheme],https://w3id.org/gcdfo/salmon#TrapCount,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TrapCount,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Trap Efficiency,Trap efficiency not measured/validated,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#TrapEfficiency,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TrapEfficiency,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Trap Model Analysis,Trap-based counts adjusted with efficiency/coverage models to estimate total passage.,,,,Escapement Estimate Method Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateMethodScheme]; Estimate Method (broader) [https://w3id.org/gcdfo/salmon#EstimateMethod],https://w3id.org/gcdfo/salmon#TrapModelAnalysis,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#TrapModelAnalysis,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-1, True Abundance, high resolution","Total, seasonal counts through fence or fishway; virtually no bypass. Simple, often single step analysis. Reliable resolution of between year differences >10% (in absolute units).",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type1,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type1,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-2, True Abundance, medium resolution","Indirect estimate of total spawner abundance with qualified accuracy and known precision (i.e., a variance estimate—an explicit quantitative measure of uncertainty around the estimate). Derived from high-effort, standardized methods (e.g., mark-recapture, serial counts for area under the curve) with documented analytical conversions (including interpolation/calibration as needed). Reported in absolute units (estimate ± variance). Reliable resolution of between-year differences >25% (in absolute units).",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type2,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type2,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-3, Relative Abundance, high resolution","Relative abundance index (i.e., not an absolute count) derived from moderate to high effort surveys (typically 3 or more site visits) using standardized methods applied consistently between and within years (e.g., equal-effort surveys executed by walk, swim, overflight). Accuracy and precision are not fully quantified (i.e., no explicit variance estimate), but are assumed stable enough for within-series comparisons. Reliable resolution of between-year differences >25% (in relative units).",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type3,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type3,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-4, Relative Abundance, medium resolution","Low to moderate effort (1-4 trips), known survey method. Simple analysis by known methods. Reliable resolution of between year differences >200% (in relative units).",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type4,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type4,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-5, Relative Abundance, low resolution","Low effort (e.g. 1 trip), use of vaguely defined, inconsistent or poorly executed methods. Unknown to ill defined; inconsistent or poorly executed. Uncertain numeric comparisons, but high reliability for presence or absence.",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type5,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type5,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
"Type-6, Presence or Absence","Non-numeric, year-specific record of presence/not detected (i.e., present/absent without estimating a count), tied to an explicit time and location, with reliable species identification. Underlying field methods may be highly variable; analysis is not required.",,,,Escapement Estimate Type Scheme (inScheme) [https://w3id.org/gcdfo/salmon#EstimateTypeScheme]; Estimate Type (broader) [https://w3id.org/gcdfo/salmon#EstimateType],https://w3id.org/gcdfo/salmon#Type6,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Type6,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Upper benchmark,"An upper-threshold benchmark value, typically delineating the boundary between Amber and Green status zones.",,,,Benchmark Level Scheme (inScheme) [https://w3id.org/gcdfo/salmon#BenchmarkLevelScheme],https://w3id.org/gcdfo/salmon#UpperBenchmark,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#UpperBenchmark,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Upper biological benchmark,Upper benchmark value for a metric used to delineate Wild Salmon Policy status zones (typically the boundary between Amber and Green zones).,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,Fisheries and Oceans Canada. (2021). Wild Salmon Policy 2018-2022 Implementation Plan. Available at https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf.,https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/40728109.pdf,Metric benchmark (subClassOf) [https://w3id.org/gcdfo/salmon#MetricBenchmark],https://w3id.org/gcdfo/salmon#UpperBiologicalBenchmark,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#UpperBiologicalBenchmark,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Upper stock reference,A threshold below which fishing must be reduced to avoid reaching the LRP. The USR must be set at an appropriate distance above the LRP to provide sufficient opportunity for managers to recognize a declining stock status and sufficient time for management actions to take effect. ,DFO Introduction to Stock Assessment Glossary.,DFO Introduction to Stock Assessment Glossary.,,Reference point (subClassOf) [https://w3id.org/gcdfo/salmon#ReferencePoint],https://w3id.org/gcdfo/salmon#UpperStockReferencePoint,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#UpperStockReferencePoint,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Uptime,Counting/device uptime < 95% (or <90% with interpolation),,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#Uptime,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Uptime,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
Visibility,Poor visibility conditions,,,,Downgrade Criteria (broader) [https://w3id.org/gcdfo/salmon#DowngradeCriteria]; Downgrade Criteria Scheme (inScheme) [https://w3id.org/gcdfo/salmon#DowngradeCriteriaScheme],https://w3id.org/gcdfo/salmon#Visibility,https://dfo-pacific-science.github.io/dfo-salmon-ontology/#Visibility,243fa9b201bb4ae77778d85ccbb43e6ab4b18e73,2026-02-17T19:15:17.399367+00:00,ce035e857bdc28834fdf9736f63f5f606341675ce16f75a9c1cbb69b3076d0be
